Year,Region,State,District,Population,Plastic Waste (kg),Plastic Type,Source
2023,India,Karnataka,Varanasi,6137284,5079.794420984317,Other,Industrial
2019,India,Gujarat,Howrah,1748586,45948.80433974053,PVC,Industrial
2017,India,Gujarat,Siliguri,2728403,12976.828062984372,PP,Household
2024,India,Karnataka,Siliguri,7372184,1524.0632276619954,PVC,Packaging
2021,India,Karnataka,Siliguri,6152363,22690.991482619444,Other,Industrial
2023,India,Gujarat,Howrah,2172696,26358.481776180644,PVC,Household
2022,India,Nagaland,Varanasi,8763587,26055.195871855936,PP,Household
2020,India,Gujarat,Siliguri,5158632,42301.85432359658,PVC,Packaging
2016,India,Gujarat,Varanasi,3586924,35702.08435840013,Other,Industrial
2016,India,Karnataka,Howrah,4389164,15208.532635536927,PP,Household
2021,India,Karnataka,Siliguri,3857871,46858.847101206615,PVC,Packaging
2020,India,Karnataka,Varanasi,7598295,43629.44809065563,PVC,Packaging
2024,India,Karnataka,Howrah,1419012,5998.470225125079,PP,Industrial
2019,India,Gujarat,Howrah,3034195,3296.5602301618433,PP,Packaging
2021,India,Nagaland,Siliguri,8702470,37298.76333854987,Other,Industrial
2024,India,Nagaland,Howrah,1606694,19821.277798345032,PVC,Industrial
2016,India,Gujarat,Howrah,6154480,38075.531702167864,PVC,Household
2024,India,Karnataka,Varanasi,4591974,36219.18740665374,Other,Packaging
2015,India,Karnataka,Howrah,1935344,5587.191046600774,PP,Industrial
2015,India,Karnataka,Varanasi,1681778,21143.10944952641,PP,Industrial
2015,India,Nagaland,Siliguri,8042244,24546.95067373702,Other,Household
2016,India,Karnataka,Howrah,9816928,2511.4849539277,PP,Industrial
2015,India,Nagaland,Howrah,8901461,8397.002523212373,PP,Packaging
2023,India,Nagaland,Siliguri,9899883,41919.8648820687,PP,Household
2020,India,Nagaland,Howrah,621275,25934.883864626452,PVC,Household
2023,India,Gujarat,Siliguri,1249249,8462.085679992619,PP,Packaging
2016,India,Nagaland,Varanasi,7517991,11228.530518501388,PP,Packaging
2022,India,Nagaland,Varanasi,9144047,14071.417001558115,PVC,Industrial
2023,India,Nagaland,Varanasi,934428,13836.06914352654,PP,Industrial
2017,India,Gujarat,Varanasi,2541525,14542.105893653785,Other,Industrial
2016,India,Gujarat,Varanasi,6089255,25994.324560838075,Other,Packaging
2016,India,Karnataka,Howrah,8953140,21885.568586213554,PVC,Household
2023,India,Karnataka,Varanasi,6347926,32755.494196637304,PP,Packaging
2023,India,Karnataka,Siliguri,3494676,11809.818176145545,PVC,Household
2023,India,Karnataka,Howrah,4927751,43433.50819737439,PP,Industrial
2022,India,Gujarat,Howrah,2381850,7008.434332803592,PP,Household
2019,India,Nagaland,Howrah,2766902,14585.626332428928,Other,Packaging
2024,India,Nagaland,Howrah,8357294,10779.421933641393,Other,Packaging
2019,India,Nagaland,Howrah,2258722,14652.808148145807,Other,Packaging
2016,India,Gujarat,Howrah,5741346,26169.785499139765,PP,Household
2021,India,Gujarat,Varanasi,2999048,47285.38108059458,Other,Household
2016,India,Nagaland,Varanasi,9408738,26300.48024394254,PVC,Industrial
2016,India,Karnataka,Varanasi,374791,10897.624939190138,PP,Household
2016,India,Gujarat,Howrah,4225320,24552.017737033653,PVC,Packaging
2015,India,Karnataka,Siliguri,8650817,43722.6007676822,Other,Household
2017,India,Gujarat,Siliguri,2404685,12040.319474016935,Other,Packaging
2015,India,Karnataka,Varanasi,9617210,30527.055188034945,Other,Packaging
2015,India,Karnataka,Howrah,5079907,17339.982302989032,Other,Household
2015,India,Nagaland,Siliguri,9139262,47120.73395742793,PP,Industrial
2022,India,Gujarat,Howrah,9522931,25034.260072450994,PVC,Packaging
2018,India,Gujarat,Siliguri,504119,8045.3134715669685,Other,Industrial
2016,India,Nagaland,Howrah,6979581,24146.09467093132,Other,Industrial
2022,India,Gujarat,Howrah,2135516,49232.154679164654,PP,Industrial
2024,India,Karnataka,Howrah,1788088,25475.214201786635,PP,Industrial
2020,India,Karnataka,Siliguri,1858293,26669.81664544079,Other,Industrial
2019,India,Nagaland,Siliguri,2927578,1032.2403920292584,Other,Packaging
2015,India,Karnataka,Howrah,9599070,35329.48114212645,PP,Household
2016,India,Nagaland,Siliguri,887046,31154.19799935803,PVC,Packaging
2017,India,Nagaland,Howrah,2680991,5459.862217969415,PP,Household
2021,India,Nagaland,Siliguri,7076697,27843.922105706493,PVC,Packaging
2018,India,Karnataka,Siliguri,9906351,11431.832086385586,PP,Industrial
2017,India,Gujarat,Varanasi,2084449,23652.06529122633,Other,Industrial
2023,India,Nagaland,Varanasi,7783202,14250.83487801888,PVC,Industrial
2023,India,Nagaland,Siliguri,4618722,39897.426509269935,PVC,Industrial
2023,India,Karnataka,Varanasi,3054892,30287.7050324877,PP,Packaging
2017,India,Nagaland,Varanasi,3065018,4779.5105888961825,Other,Industrial
2016,India,Gujarat,Varanasi,5544319,35325.378482552784,PVC,Packaging
2022,India,Karnataka,Siliguri,3496901,14602.646590630224,Other,Household
2021,India,Gujarat,Howrah,1904843,40221.981549791315,PP,Packaging
2022,India,Gujarat,Varanasi,5676261,1590.9655603810443,PP,Household
2024,India,Nagaland,Howrah,3145238,20880.36673110522,PP,Household
2016,India,Gujarat,Varanasi,7216775,15215.063286379644,PP,Industrial
2018,India,Karnataka,Siliguri,9913276,16841.6845946634,Other,Industrial
2015,India,Gujarat,Howrah,9432167,16394.83754158758,Other,Household
2015,India,Karnataka,Howrah,7871825,26013.034280653002,PP,Industrial
2024,India,Nagaland,Varanasi,6218725,22866.071473457916,PVC,Packaging
2023,India,Nagaland,Howrah,2065786,46089.57256581326,PVC,Household
2019,India,Karnataka,Varanasi,2555130,39177.98753293401,Other,Packaging
2018,India,Gujarat,Siliguri,2294593,45544.432193869834,PP,Industrial
2016,India,Gujarat,Siliguri,5134903,48185.20310863704,PVC,Packaging
2017,India,Gujarat,Howrah,5385954,45990.29006050761,PVC,Packaging
2024,India,Karnataka,Siliguri,3801169,35741.187585296815,PVC,Industrial
2019,India,Karnataka,Howrah,9299264,41064.65461744763,PVC,Industrial
2018,India,Nagaland,Howrah,9450230,27695.858601036954,PVC,Household
2022,India,Nagaland,Varanasi,9853378,49602.12600531129,Other,Household
2016,India,Karnataka,Howrah,6995930,15264.43817682561,Other,Industrial
2016,India,Karnataka,Siliguri,795809,3581.325142240523,Other,Packaging
2019,India,Karnataka,Varanasi,1160675,2521.7441385063776,Other,Household
2017,India,Nagaland,Varanasi,2080452,14478.468754888954,PP,Packaging
2024,India,Karnataka,Siliguri,1912656,45633.22366051531,PP,Packaging
2019,India,Nagaland,Siliguri,9229801,25613.449270226232,PP,Industrial
2016,India,Gujarat,Varanasi,5662765,3246.7178925061685,Other,Packaging
2017,India,Nagaland,Howrah,6621463,6999.911141036317,Other,Household
2019,India,Nagaland,Siliguri,2573630,45990.04499454303,PP,Packaging
2024,India,Gujarat,Varanasi,4890923,18386.779107131268,PP,Packaging
2017,India,Gujarat,Varanasi,2216668,16836.207971581272,Other,Industrial
2015,India,Nagaland,Varanasi,5571796,45816.44923668653,PVC,Household
2021,India,Nagaland,Varanasi,5279724,21596.295981241656,PVC,Packaging
2015,India,Nagaland,Howrah,4470918,7633.09127276057,PP,Packaging
2022,India,Karnataka,Varanasi,5047610,11260.733778326285,Other,Industrial
2016,India,Karnataka,Varanasi,6586999,33477.41418799545,Other,Household
2024,India,Nagaland,Varanasi,5410523,18856.70203044144,Other,Household
2022,India,Karnataka,Varanasi,4947408,3031.978891053104,PP,Industrial
2023,India,Karnataka,Varanasi,1545940,42744.5320107126,PP,Packaging
2015,India,Karnataka,Varanasi,6125812,34503.13673519202,PVC,Industrial
2015,India,Karnataka,Howrah,5842426,39474.145483312925,PVC,Packaging
2015,India,Karnataka,Varanasi,6031272,16321.140923112858,PVC,Packaging
2015,India,Nagaland,Varanasi,2242692,10252.082490353692,Other,Industrial
2016,India,Gujarat,Varanasi,338970,31913.274500947995,Other,Industrial
2023,India,Nagaland,Varanasi,2531794,43913.340880881886,Other,Packaging
2018,India,Nagaland,Howrah,4885516,20500.032854858408,PP,Household
2022,India,Nagaland,Siliguri,1773012,23400.402048930875,Other,Packaging
2020,India,Karnataka,Howrah,4753762,36798.82743155474,PP,Packaging
2022,India,Nagaland,Siliguri,1700319,4688.024584985938,PP,Packaging
2021,India,Gujarat,Varanasi,300422,44127.76215189233,Other,Industrial
2017,India,Nagaland,Siliguri,7382120,35503.8336742678,Other,Packaging
2015,India,Karnataka,Varanasi,900533,32585.360357508467,Other,Packaging
2024,India,Karnataka,Varanasi,276453,21622.111231033963,PVC,Packaging
2021,India,Karnataka,Howrah,7838284,45022.3126521996,Other,Household
2016,India,Gujarat,Varanasi,1870414,4303.720561991338,PP,Packaging
2021,India,Gujarat,Varanasi,9747043,1821.2898593010964,PP,Household
2017,India,Karnataka,Siliguri,2317748,28615.381939965453,Other,Industrial
2015,India,Nagaland,Siliguri,1835172,1006.8255320841342,Other,Household
2017,India,Nagaland,Siliguri,6702599,41122.93942760606,PP,Household
2015,India,Gujarat,Varanasi,9273860,22885.578385185192,Other,Household
2022,India,Karnataka,Howrah,7204155,31893.26572367925,PVC,Household
2023,India,Nagaland,Varanasi,9422122,22058.408902105515,PP,Household
2023,India,Gujarat,Siliguri,7034405,1861.1150709904982,PP,Industrial
2015,India,Nagaland,Howrah,974058,42336.32510396995,Other,Industrial
2018,India,Gujarat,Siliguri,7611530,38062.85478589188,Other,Household
2023,India,Karnataka,Siliguri,595545,27249.00390014219,Other,Packaging
2019,India,Gujarat,Siliguri,7335520,2386.1870941528905,Other,Household
2021,India,Gujarat,Varanasi,9836003,32913.318859451145,Other,Packaging
2024,India,Nagaland,Siliguri,7223606,33160.81794581237,PP,Industrial
2023,India,Karnataka,Varanasi,1153474,37987.852541223154,PP,Industrial
2015,India,Karnataka,Varanasi,2635898,10730.000584510568,PVC,Household
2021,India,Gujarat,Varanasi,5262449,48237.09142228652,PVC,Industrial
2016,India,Karnataka,Howrah,101229,14764.02249670522,PVC,Industrial
2024,India,Karnataka,Varanasi,2777774,31326.904304831158,PVC,Packaging
2019,India,Gujarat,Howrah,8274740,28401.023696856653,PVC,Packaging
2018,India,Karnataka,Siliguri,1195208,31270.498599121478,Other,Household
2020,India,Karnataka,Varanasi,4172184,7212.335714260084,PVC,Packaging
2016,India,Gujarat,Varanasi,7679679,43248.37422093293,PP,Industrial
2021,India,Gujarat,Siliguri,6251006,2854.965871705437,PVC,Packaging
2024,India,Karnataka,Howrah,2869889,9400.414001627216,Other,Industrial
2021,India,Nagaland,Howrah,3910260,32124.375743820292,PP,Industrial
2018,India,Nagaland,Siliguri,7888312,45196.62098793807,Other,Household
2017,India,Karnataka,Siliguri,202168,35744.737382846775,PVC,Industrial
2015,India,Karnataka,Howrah,9341586,33233.313543131706,PP,Packaging
2019,India,Gujarat,Siliguri,8831108,25207.039463182547,PP,Packaging
2022,India,Nagaland,Howrah,605415,29488.832132777596,Other,Packaging
2020,India,Karnataka,Varanasi,1252333,27059.65274271696,PVC,Packaging
2024,India,Gujarat,Varanasi,2421668,6842.231861885573,Other,Industrial
2016,India,Karnataka,Varanasi,4609781,6604.491690699717,PP,Packaging
2021,India,Karnataka,Varanasi,9359989,24225.13736404367,PP,Packaging
2016,India,Nagaland,Varanasi,8841619,24004.461171458584,Other,Packaging
2020,India,Gujarat,Howrah,8615066,26873.395877202307,PVC,Packaging
2018,India,Nagaland,Howrah,727498,43505.12767738041,PVC,Household
2021,India,Gujarat,Howrah,4274074,5355.817095641884,PVC,Household
2024,India,Karnataka,Siliguri,5920487,10891.857324555363,Other,Packaging
2018,India,Nagaland,Howrah,7095015,7716.495250676883,PVC,Industrial
2020,India,Karnataka,Howrah,8664025,26104.978139283186,PVC,Packaging
2018,India,Gujarat,Siliguri,5474550,40220.81550270378,PVC,Household
2021,India,Nagaland,Varanasi,8467965,3891.5989371715905,PVC,Packaging
2022,India,Nagaland,Siliguri,2019956,36706.71217903609,PVC,Industrial
2015,India,Nagaland,Howrah,3843241,29464.591309855812,PP,Packaging
2024,India,Karnataka,Varanasi,9894881,42052.03930611221,PVC,Packaging
2023,India,Nagaland,Howrah,2902875,35516.465432738754,PVC,Industrial
2020,India,Karnataka,Varanasi,6204400,24625.36234637227,PVC,Household
2019,India,Karnataka,Siliguri,1711202,44750.3892699575,PP,Industrial
2022,India,Gujarat,Varanasi,3391062,4472.518098053281,PVC,Industrial
2020,India,Nagaland,Howrah,8119910,43926.414639284616,PP,Industrial
2020,India,Nagaland,Howrah,3684505,17678.877256739113,PVC,Packaging
2021,India,Gujarat,Varanasi,163398,8160.375736749987,Other,Industrial
2016,India,Gujarat,Siliguri,5925360,18362.953047889085,Other,Industrial
2016,India,Karnataka,Howrah,3708524,9871.438195550903,PP,Industrial
2019,India,Gujarat,Varanasi,4833133,22489.87978700762,PP,Industrial
2022,India,Nagaland,Varanasi,6981000,2437.159797068861,PVC,Industrial
2016,India,Gujarat,Siliguri,7025485,2790.229116695532,PVC,Industrial
2020,India,Karnataka,Howrah,4356820,28651.57633853261,PVC,Industrial
2015,India,Nagaland,Howrah,156985,17335.479270334006,PP,Industrial
2019,India,Karnataka,Siliguri,864651,29923.519594946334,Other,Industrial
2018,India,Karnataka,Siliguri,3611675,44661.55144020506,PP,Industrial
2015,India,Nagaland,Varanasi,4270218,21778.66772059603,Other,Packaging
2016,India,Karnataka,Howrah,6349657,13392.392281246817,Other,Packaging
2016,India,Nagaland,Howrah,8011490,12140.122659959221,Other,Packaging
2018,India,Karnataka,Siliguri,5497277,9418.557737033258,Other,Packaging
2022,India,Karnataka,Howrah,3907048,10162.738389513113,PP,Packaging
2015,India,Karnataka,Siliguri,9930545,45454.87167239427,PP,Household
2018,India,Nagaland,Siliguri,421021,35268.4396298765,PVC,Household
2021,India,Karnataka,Howrah,1376853,39978.19976526263,PP,Industrial
2019,India,Karnataka,Siliguri,1869086,18860.914474494137,Other,Industrial
2017,India,Gujarat,Siliguri,3884947,8064.190817602798,PP,Packaging
2023,India,Gujarat,Varanasi,1009805,5731.586150464049,PVC,Household
2015,India,Karnataka,Howrah,7535794,34940.10004588985,PVC,Industrial
2016,India,Nagaland,Siliguri,8740241,29350.74605744688,PP,Packaging
2022,India,Gujarat,Siliguri,6395540,2036.7225036779798,Other,Packaging
2016,India,Gujarat,Siliguri,3011865,18363.143969847166,PVC,Household
2018,India,Nagaland,Siliguri,4263548,21859.01998597399,PP,Household
2018,India,Karnataka,Howrah,8391659,30598.017375054365,PP,Household
2022,India,Karnataka,Howrah,3052126,1076.8921402953529,PVC,Household
2015,India,Karnataka,Varanasi,7242716,32736.69427879159,PP,Industrial
2018,India,Karnataka,Varanasi,455677,14266.755376956797,PVC,Household
2024,India,Karnataka,Varanasi,6872421,4482.169206047082,PP,Packaging
2018,India,Nagaland,Howrah,9034344,38449.66783070806,PVC,Industrial
2022,India,Nagaland,Howrah,5006649,10996.699919099276,Other,Household
2019,India,Karnataka,Varanasi,5642380,9508.029623196926,PVC,Industrial
2024,India,Gujarat,Siliguri,243392,14560.780672027624,Other,Household
2024,India,Nagaland,Siliguri,2361897,42955.21089641509,PVC,Household
2021,India,Gujarat,Varanasi,2806521,32503.767565097864,PVC,Packaging
2021,India,Nagaland,Howrah,9157656,6682.520327771526,PP,Household
2019,India,Nagaland,Howrah,3543603,31993.860603983434,PVC,Household
2022,India,Karnataka,Siliguri,4440422,49948.553755655405,Other,Packaging
2020,India,Nagaland,Siliguri,3198213,1027.3528076520163,PP,Industrial
2015,India,Karnataka,Howrah,6272845,8413.386379980053,Other,Packaging
2021,India,Gujarat,Varanasi,6188587,31803.731036873534,Other,Household
2019,India,Karnataka,Varanasi,7649517,22417.24399103462,PP,Industrial
2022,India,Gujarat,Varanasi,8787607,29718.314575616623,PP,Packaging
2018,India,Karnataka,Siliguri,2241449,18928.009323287617,PVC,Industrial
2018,India,Karnataka,Siliguri,9712061,47411.284404526166,Other,Industrial
2021,India,Karnataka,Varanasi,6521050,12993.568509808903,Other,Industrial
2019,India,Gujarat,Varanasi,5187354,14411.171655666472,PP,Packaging
2024,India,Nagaland,Varanasi,4175583,10368.430971103986,PP,Household
2015,India,Gujarat,Siliguri,1242200,22976.659429468426,PVC,Packaging
2020,India,Nagaland,Siliguri,9193802,34614.89060183881,Other,Packaging
2017,India,Nagaland,Siliguri,4158932,18579.68986752641,PVC,Industrial
2019,India,Karnataka,Siliguri,7474681,36932.111435766135,Other,Industrial
2020,India,Nagaland,Siliguri,2614737,48262.102452008774,Other,Industrial
2018,India,Nagaland,Varanasi,9784017,33264.62058047265,Other,Household
2020,India,Gujarat,Howrah,3757300,15782.609011018489,Other,Household
2019,India,Karnataka,Siliguri,8994380,17449.895673594554,Other,Industrial
2023,India,Gujarat,Siliguri,6020800,4011.73488747214,Other,Household
2019,India,Gujarat,Varanasi,8722866,6037.489479611472,PVC,Household
2015,India,Karnataka,Varanasi,248270,16818.12431491077,Other,Industrial
2020,India,Nagaland,Varanasi,9819155,38800.76174080463,Other,Industrial
2019,India,Nagaland,Howrah,3351165,13322.306803090756,PVC,Packaging
2024,India,Nagaland,Howrah,6818117,11256.726879141677,PVC,Packaging
2018,India,Gujarat,Howrah,2615074,48335.83722345321,Other,Industrial
2022,India,Nagaland,Siliguri,4131098,6508.4644870398215,PVC,Packaging
2017,India,Gujarat,Siliguri,5874799,37084.56264161506,Other,Packaging
2022,India,Gujarat,Howrah,2631504,8531.706135230073,PP,Packaging
2017,India,Karnataka,Varanasi,3172864,8542.955163536211,PP,Industrial
2017,India,Karnataka,Varanasi,8894430,19259.097676993017,PP,Household
2019,India,Karnataka,Howrah,5951976,13356.828970110679,PVC,Packaging
2015,India,Nagaland,Howrah,9538611,4051.1584415075595,PP,Packaging
2016,India,Karnataka,Varanasi,9600713,10596.912409531862,Other,Industrial
2018,India,Karnataka,Varanasi,1809581,27599.634056884497,PP,Household
2022,India,Karnataka,Howrah,7710140,48757.787984896466,PP,Packaging
2021,India,Karnataka,Varanasi,2765161,4872.096209035497,PVC,Household
2022,India,Gujarat,Howrah,9803256,38610.307846879616,PP,Industrial
2021,India,Karnataka,Siliguri,844754,32126.035565537215,PVC,Household
2022,India,Karnataka,Varanasi,9681522,8459.589877066646,Other,Industrial
2020,India,Karnataka,Siliguri,4791954,5347.139761803113,Other,Packaging
2024,India,Nagaland,Siliguri,898639,35715.21285709772,PVC,Industrial
2016,India,Karnataka,Howrah,7238980,26709.649343159104,PP,Household
2016,India,Gujarat,Varanasi,9052874,23404.314682379787,PP,Packaging
2015,India,Karnataka,Varanasi,2312135,4743.573662317189,PVC,Household
2015,India,Nagaland,Howrah,684556,21186.11534370535,Other,Industrial
2021,India,Gujarat,Siliguri,1772696,23230.574133722228,PP,Packaging
2015,India,Karnataka,Siliguri,9859140,19168.348380601976,Other,Packaging
2016,India,Karnataka,Siliguri,3720273,10684.725061253215,Other,Household
2016,India,Nagaland,Siliguri,8573798,48248.11220248098,Other,Industrial
2024,India,Gujarat,Varanasi,2667756,48757.12721073898,PP,Industrial
2020,India,Gujarat,Varanasi,7876326,21707.196186212197,Other,Household
2021,India,Karnataka,Siliguri,2388698,37498.69427009913,PVC,Industrial
2017,India,Karnataka,Varanasi,7126809,12480.821452853907,PP,Household
2021,India,Gujarat,Varanasi,7626015,24813.03088107854,PVC,Industrial
2024,India,Gujarat,Varanasi,6610653,23727.089900195813,PP,Household
2019,India,Karnataka,Siliguri,8027210,48677.46397903303,PP,Packaging
2021,India,Gujarat,Howrah,9510265,27305.00446906437,Other,Household
2022,India,Nagaland,Siliguri,7335003,14593.128675267575,PP,Packaging
2016,India,Karnataka,Howrah,6794089,28915.468381978008,PVC,Household
2022,India,Nagaland,Howrah,2097929,27805.523983338295,PP,Industrial
2015,India,Gujarat,Howrah,7349877,47115.51293564703,PVC,Household
2023,India,Karnataka,Varanasi,3747777,11079.41911490899,PP,Household
2017,India,Karnataka,Siliguri,5499771,10548.257132868226,PP,Packaging
2023,India,Gujarat,Varanasi,8506994,22944.07176915625,PVC,Household
2019,India,Karnataka,Varanasi,9146663,27172.923407552924,Other,Household
2024,India,Nagaland,Varanasi,8289619,5250.869209987096,PVC,Packaging
2022,India,Nagaland,Howrah,8566471,4875.901581989505,PVC,Industrial
2018,India,Karnataka,Varanasi,7612565,48720.8918588952,Other,Household
2021,India,Nagaland,Siliguri,5204030,40479.97686635999,PVC,Packaging
2020,India,Gujarat,Varanasi,7858030,37403.244705736906,Other,Household
2024,India,Karnataka,Howrah,1116510,16476.709037037177,PVC,Industrial
2019,India,Karnataka,Siliguri,907249,46986.705657712744,PVC,Industrial
2023,India,Nagaland,Varanasi,7260054,30781.955979667386,PVC,Industrial
2021,India,Karnataka,Varanasi,2909645,24422.4855658408,PP,Packaging
2015,India,Nagaland,Howrah,7371283,20370.509354823058,Other,Household
2018,India,Karnataka,Siliguri,5113309,16215.850484205053,Other,Packaging
2020,India,Nagaland,Howrah,9203591,21512.29078000775,PP,Household
2018,India,Gujarat,Siliguri,7641502,36091.20840754547,PP,Industrial
2020,India,Gujarat,Siliguri,9111981,36472.379332591314,PVC,Industrial
2015,India,Gujarat,Howrah,1207015,24320.280783124053,PP,Industrial
2020,India,Gujarat,Siliguri,949442,32446.825557086406,Other,Industrial
2015,India,Karnataka,Howrah,5883555,43565.62734991797,PP,Industrial
2022,India,Karnataka,Howrah,7184370,27450.236009786477,Other,Packaging
2018,India,Nagaland,Varanasi,9636935,38555.076904899724,Other,Household
2022,India,Karnataka,Varanasi,5267545,32676.836364412888,PP,Household
2018,India,Gujarat,Siliguri,8380185,5561.940687727582,Other,Industrial
2015,India,Gujarat,Howrah,4757941,33542.13633861291,PP,Household
2016,India,Karnataka,Siliguri,8140107,33662.38710039567,Other,Industrial
2020,India,Karnataka,Howrah,829891,46593.24197113274,PVC,Packaging
2018,India,Karnataka,Varanasi,1225553,21564.979138222978,Other,Packaging
2022,India,Gujarat,Howrah,4093340,16623.80044398337,PP,Industrial
2018,India,Gujarat,Varanasi,2640482,46772.07483765388,PVC,Packaging
2024,India,Karnataka,Varanasi,6211460,9135.08199486185,PVC,Packaging
2020,India,Karnataka,Varanasi,4702285,11508.571783387833,PVC,Industrial
2017,India,Gujarat,Siliguri,6709058,14241.271644449753,Other,Industrial
2024,India,Gujarat,Siliguri,1034099,11358.55326844674,PP,Household
2019,India,Gujarat,Siliguri,7826861,41691.16162373148,PP,Packaging
2024,India,Karnataka,Varanasi,8818045,8921.070258908552,Other,Industrial
2020,India,Nagaland,Howrah,4034759,44087.77550621448,Other,Industrial
2016,India,Gujarat,Varanasi,6366241,31303.418293652594,Other,Industrial
2023,India,Karnataka,Howrah,3509062,47249.217949557315,Other,Packaging
2023,India,Nagaland,Varanasi,7051762,9398.08643650045,PP,Packaging
2020,India,Karnataka,Siliguri,1578911,15794.301328333331,PVC,Industrial
2021,India,Nagaland,Varanasi,9977384,15033.445374827856,Other,Household
2016,India,Gujarat,Siliguri,3636017,45861.55986937639,PVC,Industrial
2019,India,Nagaland,Siliguri,703427,49283.19808793042,Other,Industrial
2024,India,Gujarat,Varanasi,9681774,25117.265658867083,PP,Industrial
2024,India,Nagaland,Varanasi,206793,35432.07796526093,PP,Industrial
2021,India,Nagaland,Siliguri,1986761,49104.974907640346,Other,Packaging
2021,India,Gujarat,Howrah,8503870,46362.16380550864,PVC,Household
2018,India,Nagaland,Varanasi,9244461,35767.750344952125,Other,Packaging
2024,India,Gujarat,Howrah,1405744,43795.82530567462,PP,Industrial
2020,India,Karnataka,Varanasi,3644404,34063.31627462256,PP,Packaging
2015,India,Karnataka,Howrah,234221,7288.9207009531265,PP,Packaging
2023,India,Karnataka,Varanasi,3940037,47167.93952055739,PP,Industrial
2021,India,Nagaland,Varanasi,1662077,17049.995838610117,Other,Household
2024,India,Gujarat,Howrah,7147740,38097.71837046677,PP,Packaging
2016,India,Karnataka,Varanasi,538818,6659.531173936647,PVC,Packaging
2024,India,Karnataka,Howrah,7063528,15528.714825996003,Other,Industrial
2017,India,Gujarat,Siliguri,7545252,40537.28232430555,Other,Packaging
2016,India,Nagaland,Siliguri,5072041,1427.027705369474,PVC,Household
2021,India,Nagaland,Siliguri,533218,39287.6085039113,PVC,Industrial
2016,India,Nagaland,Howrah,9296129,37954.37630219475,PP,Packaging
2019,India,Nagaland,Varanasi,7543290,41946.38123016273,PP,Industrial
2023,India,Nagaland,Siliguri,5591107,42072.18199359304,Other,Packaging
2022,India,Nagaland,Varanasi,3132101,7263.615336162041,PP,Packaging
2018,India,Gujarat,Varanasi,872060,21286.459168600242,Other,Household
2020,India,Gujarat,Howrah,4205433,2279.0925572725982,Other,Industrial
2020,India,Gujarat,Siliguri,2108443,1955.2886107194045,PP,Industrial
2020,India,Karnataka,Howrah,9983448,8655.214425185324,PP,Household
2019,India,Gujarat,Howrah,1273232,7126.621113374546,PVC,Household
2019,India,Gujarat,Howrah,4730207,29129.473336997744,PP,Industrial
2018,India,Gujarat,Siliguri,3248467,5620.474714302444,Other,Household
2017,India,Nagaland,Varanasi,5439090,14109.713011113683,PP,Household
2021,India,Nagaland,Varanasi,9345761,8212.264161536905,Other,Industrial
2023,India,Nagaland,Siliguri,6026541,8944.604636627084,PVC,Industrial
2017,India,Nagaland,Siliguri,4181223,14787.442535101492,PVC,Packaging
2018,India,Nagaland,Siliguri,2142482,22609.887790483586,PVC,Industrial
2015,India,Gujarat,Varanasi,501554,23937.77751053338,PP,Industrial
2023,India,Gujarat,Howrah,9038179,37028.88701260541,Other,Industrial
2022,India,Karnataka,Siliguri,704396,29312.963302223077,Other,Packaging
2024,India,Karnataka,Varanasi,1265619,44500.90928720588,PP,Household
2016,India,Nagaland,Siliguri,6172725,20773.35933713486,PP,Household
2017,India,Karnataka,Varanasi,5233448,35531.550855443675,Other,Household
2016,India,Karnataka,Siliguri,1946593,4173.656818839744,PVC,Household
2021,India,Karnataka,Siliguri,6915126,6422.740033884849,PP,Packaging
2017,India,Nagaland,Siliguri,2357415,9023.172318715106,PP,Household
2015,India,Karnataka,Howrah,5742668,35874.36830896187,PP,Packaging
2022,India,Gujarat,Siliguri,6270478,6105.422230725887,PVC,Household
2017,India,Karnataka,Siliguri,5848514,42774.664196971615,PP,Household
2021,India,Gujarat,Siliguri,3334307,31353.055338156602,PP,Packaging
2023,India,Nagaland,Siliguri,6759872,32703.841589843767,Other,Packaging
2020,India,Nagaland,Siliguri,3114599,47421.76774960374,PP,Industrial
2018,India,Karnataka,Varanasi,5416144,31495.460682233283,Other,Industrial
2021,India,Gujarat,Varanasi,7450389,14835.247455805371,PVC,Industrial
2019,India,Karnataka,Varanasi,4240437,38523.1640213332,Other,Industrial
2020,India,Gujarat,Howrah,9531652,39557.559413815936,Other,Household
2022,India,Karnataka,Howrah,2704499,41488.958853380456,PVC,Industrial
2016,India,Karnataka,Varanasi,5342187,18677.158522122932,Other,Industrial
2019,India,Nagaland,Howrah,9272809,44142.64161573449,PVC,Packaging
2022,India,Karnataka,Varanasi,6666230,44673.09086039027,PVC,Household
2023,India,Nagaland,Siliguri,3716586,45481.38621454717,PP,Packaging
2022,India,Gujarat,Siliguri,6740948,35004.88291841903,PP,Packaging
2016,India,Gujarat,Howrah,9115557,23620.388520838376,PP,Packaging
2023,India,Karnataka,Siliguri,2758281,33453.57096599585,PP,Packaging
2016,India,Karnataka,Varanasi,2962809,36701.85613605008,PP,Industrial
2017,India,Karnataka,Howrah,1406412,11924.368194151464,PVC,Packaging
2015,India,Karnataka,Varanasi,2324075,43865.210621180755,PP,Household
2024,India,Gujarat,Siliguri,9997909,21644.612963003536,Other,Industrial
2021,India,Gujarat,Varanasi,6352941,24346.599494925653,PP,Household
